-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
0.06,0.06,0.59,-0.00,-0.00
0.56,0.56,4.64,0.10,0.05
8.29,8.29,13.05,2.55,3.00
15.93,15.93,23.81,3.83,17.25
17.23,17.23,72.97,7.09,26.10
20.32,20.32,82.13,5.37,33.36
27.70,27.70,77.22,8.12,26.08
32.73,32.73,67.70,10.81,30.54
35.11,35.11,78.29,20.35,31.09
36.10,36.10,76.61,22.98,37.58
31.92,31.92,73.55,22.08,35.70
29.58,29.58,73.88,26.10,30.02
27.24,27.24,68.92,35.44,27.52
24.13,24.13,55.64,34.60,26.74
23.58,23.58,55.04,27.59,18.12
28.60,28.60,57.26,30.53,20.49
40.13,40.13,57.16,24.23,17.96
34.23,34.23,48.28,16.19,15.72
27.39,27.39,36.72,10.07,11.27
21.40,21.40,24.32,0.16,4.53
16.12,16.12,13.62,-0.00,0.43
6.33,6.33,2.75,-0.00,-0.00
1.34,1.34,0.00,-0.00,-0.00
1.16,1.16,1.38,1.90,0.13
6.68,6.68,4.15,3.42,2.56
5.86,5.86,8.34,3.80,2.85
7.43,7.43,19.78,5.10,12.25
17.75,17.75,52.71,2.86,24.99
16.03,16.03,80.59,4.45,34.00
27.64,27.64,81.84,9.70,35.70
30.78,30.78,69.69,14.22,38.69
34.30,34.30,73.25,18.70,43.74
35.52,35.52,80.65,20.75,42.98
35.10,35.10,70.84,22.52,40.34
31.93,31.93,76.35,24.72,37.10
29.32,29.32,70.56,28.71,30.53
24.05,24.05,62.72,20.12,25.44
21.62,21.62,52.13,8.62,13.66
15.61,15.61,55.41,2.98,10.97
11.57,11.57,82.95,0.10,21.57
4.98,4.98,80.45,-0.00,27.75
7.91,7.91,73.90,0.47,25.90
10.40,10.40,69.28,6.46,30.40
22.04,22.04,65.32,14.88,28.55
26.52,26.52,56.71,18.98,25.44
29.78,29.78,53.23,20.20,20.54
30.58,30.58,51.35,19.68,20.88
25.68,25.68,36.30,17.11,16.25
17.09,17.09,26.91,11.22,11.61
12.92,12.92,20.05,6.09,14.47
14.74,14.74,31.13,7.13,20.01
18.32,18.32,79.91,2.26,28.44
23.34,23.34,81.46,3.60,30.38
31.45,31.45,76.53,8.44,34.86
33.61,33.61,67.77,11.21,37.47
34.59,34.59,78.56,20.19,33.78
35.14,35.14,73.18,21.46,39.52
31.09,31.09,74.90,21.56,40.01
28.10,28.10,72.80,19.97,31.48
27.77,27.77,66.69,22.28,30.81
17.64,17.64,54.33,12.41,21.85
13.77,13.77,56.67,7.24,10.97
18.74,18.74,64.49,7.31,24.93
15.94,15.94,79.42,5.53,30.82
29.35,29.35,82.01,9.54,36.88
34.15,34.15,69.69,14.70,37.44
38.09,38.09,73.68,20.69,39.53
36.92,36.92,80.04,21.35,39.52
35.94,35.94,71.90,25.34,40.30
31.49,31.49,75.81,28.45,36.66
28.50,28.50,72.13,33.63,30.42
25.32,25.32,65.12,36.97,30.47
25.59,25.59,52.89,29.91,25.78
24.23,24.23,56.31,32.88,24.35
40.88,40.88,56.32,34.42,24.62
38.12,38.12,47.66,18.39,18.02
31.49,31.49,36.38,14.04,14.19
24.78,24.78,23.84,5.46,6.99
16.68,16.68,11.33,-0.00,0.83
7.64,7.64,1.73,-0.00,-0.00
1.11,1.11,0.00,-0.00,-0.00
2.46,2.46,4.60,1.41,0.98
8.72,8.72,12.92,9.82,7.60
13.21,13.21,15.68,9.26,6.17
13.25,13.25,19.47,15.54,10.24
12.79,12.79,33.25,9.14,20.64
13.09,13.09,87.23,2.27,21.68
18.07,18.07,78.57,0.52,25.85
13.84,13.84,73.26,5.90,26.68
13.97,13.97,70.48,16.14,26.86
20.80,20.80,61.80,21.36,25.85
28.73,28.73,54.83,24.33,24.91
30.29,30.29,52.73,19.33,20.34
29.56,29.56,46.17,22.33,19.08
21.80,21.80,34.50,19.45,14.60
11.03,11.03,25.04,13.25,7.77
11.91,11.91,18.89,5.90,7.61
20.85,20.85,44.11,7.24,19.33
19.12,19.12,78.91,3.71,25.93
30.02,30.02,83.54,10.01,35.82
32.41,32.41,69.89,15.04,34.27
36.27,36.27,69.50,19.47,32.78
36.01,36.01,79.81,21.27,36.97
34.98,34.98,72.59,25.40,38.76
31.07,31.07,75.17,26.86,38.50
28.57,28.57,71.22,29.89,29.47
25.02,25.02,64.96,35.45,29.29
23.48,23.48,52.37,29.16,23.64
22.56,22.56,56.70,30.25,22.09
38.10,38.10,56.25,33.75,21.14
